strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
oc43/LC506921/HCoV_OC43/Yamagata.JPN/07.2017_0304/2017	LC506921	HCoV_OC43/Yamagata.JPN/07.2017_0304	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506922/HCoV_OC43/Yamagata.JPN/07.2017_0305/2017	LC506922	HCoV_OC43/Yamagata.JPN/07.2017_0305	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506923/HCoV_OC43/Yamagata.JPN/07.2017_0306/2017	LC506923	HCoV_OC43/Yamagata.JPN/07.2017_0306	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506924/HCoV_OC43/Yamagata.JPN/07.2017_0314/2017	LC506924	HCoV_OC43/Yamagata.JPN/07.2017_0314	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506925/HCoV_OC43/Yamagata.JPN/07.2017_0354/2017	LC506925	HCoV_OC43/Yamagata.JPN/07.2017_0354	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506926/HCoV_OC43/Yamagata.JPN/07.2017_0361/2017	LC506926	HCoV_OC43/Yamagata.JPN/07.2017_0361	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506927/HCoV_OC43/Yamagata.JPN/07.2017_0362/2017	LC506927	HCoV_OC43/Yamagata.JPN/07.2017_0362	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506834/HCoV_OC43/Yamagata.JPN/08.2014_0432/2014	LC506834	HCoV_OC43/Yamagata.JPN/08.2014_0432	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506835/HCoV_OC43/Yamagata.JPN/08.2014_0434/2014	LC506835	HCoV_OC43/Yamagata.JPN/08.2014_0434	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506836/HCoV_OC43/Yamagata.JPN/08.2014_0435/2014	LC506836	HCoV_OC43/Yamagata.JPN/08.2014_0435	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506837/HCoV_OC43/Yamagata.JPN/08.2014_0436/2014	LC506837	HCoV_OC43/Yamagata.JPN/08.2014_0436	2014-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506910/HCoV_OC43/Yamagata.JPN/08.2015_0433/2015	LC506910	HCoV_OC43/Yamagata.JPN/08.2015_0433	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506911/HCoV_OC43/Yamagata.JPN/08.2015_0434/2015	LC506911	HCoV_OC43/Yamagata.JPN/08.2015_0434	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506912/HCoV_OC43/Yamagata.JPN/08.2015_0486/2015	LC506912	HCoV_OC43/Yamagata.JPN/08.2015_0486	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506928/HCoV_OC43/Yamagata.JPN/08.2017_0364/2017	LC506928	HCoV_OC43/Yamagata.JPN/08.2017_0364	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506929/HCoV_OC43/Yamagata.JPN/08.2017_0375/2017	LC506929	HCoV_OC43/Yamagata.JPN/08.2017_0375	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506930/HCoV_OC43/Yamagata.JPN/08.2017_0379/2017	LC506930	HCoV_OC43/Yamagata.JPN/08.2017_0379	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506790/HCoV_OC43/Yamagata.JPN/09.2011_0752/2011	LC506790	HCoV_OC43/Yamagata.JPN/09.2011_0752	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506807/HCoV_OC43/Yamagata.JPN/09.2012_0501/2012	LC506807	HCoV_OC43/Yamagata.JPN/09.2012_0501	2012-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506913/HCoV_OC43/Yamagata.JPN/09.2015_0492/2015	LC506913	HCoV_OC43/Yamagata.JPN/09.2015_0492	2015-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506931/HCoV_OC43/Yamagata.JPN/09.2017_0410/2017	LC506931	HCoV_OC43/Yamagata.JPN/09.2017_0410	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506932/HCoV_OC43/Yamagata.JPN/09.2017_0411/2017	LC506932	HCoV_OC43/Yamagata.JPN/09.2017_0411	2017-02-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506933/HCoV_OC43/Yamagata.JPN/09.2017_0478/2017	LC506933	HCoV_OC43/Yamagata.JPN/09.2017_0478	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506934/HCoV_OC43/Yamagata.JPN/09.2017_0480/2017	LC506934	HCoV_OC43/Yamagata.JPN/09.2017_0480	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506935/HCoV_OC43/Yamagata.JPN/09.2017_0482/2017	LC506935	HCoV_OC43/Yamagata.JPN/09.2017_0482	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331076/HCoV_OC43/Yamagata.JPN/10.15_0600/2015	LC331076	HCoV_OC43/Yamagata.JPN/10.15_0600	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506822/HCoV_OC43/Yamagata.JPN/10.2013_0627/2013	LC506822	HCoV_OC43/Yamagata.JPN/10.2013_0627	2013-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506951/HCoV_OC43/Yamagata.JPN/10.2017_0491/2017	LC506951	HCoV_OC43/Yamagata.JPN/10.2017_0491	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506936/HCoV_OC43/Yamagata.JPN/10.2017_0516/2017	LC506936	HCoV_OC43/Yamagata.JPN/10.2017_0516	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331077/HCoV_OC43/Yamagata.JPN/11.15_0612/2015	LC331077	HCoV_OC43/Yamagata.JPN/11.15_0612	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331078/HCoV_OC43/Yamagata.JPN/11.15_0615/2015	LC331078	HCoV_OC43/Yamagata.JPN/11.15_0615	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506765/HCoV_OC43/Yamagata.JPN/11.2009_0765/2009	LC506765	HCoV_OC43/Yamagata.JPN/11.2009_0765	2009-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506823/HCoV_OC43/Yamagata.JPN/11.2013_0666/2013	LC506823	HCoV_OC43/Yamagata.JPN/11.2013_0666	2013-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506914/HCoV_OC43/Yamagata.JPN/11.2015_0604/2015	LC506914	HCoV_OC43/Yamagata.JPN/11.2015_0604	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506937/HCoV_OC43/Yamagata.JPN/11.2017_0521/2017	LC506937	HCoV_OC43/Yamagata.JPN/11.2017_0521	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506938/HCoV_OC43/Yamagata.JPN/11.2017_0634/2017	LC506938	HCoV_OC43/Yamagata.JPN/11.2017_0634	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506940/HCoV_OC43/Yamagata.JPN/12.2017_0642/2017	LC506940	HCoV_OC43/Yamagata.JPN/12.2017_0642	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506941/HCoV_OC43/Yamagata.JPN/12.2017_0751/2017	LC506941	HCoV_OC43/Yamagata.JPN/12.2017_0751	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506791/HCoV_OC43/Yamagata.JPN/13.2011_0825/2011	LC506791	HCoV_OC43/Yamagata.JPN/13.2011_0825	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506792/HCoV_OC43/Yamagata.JPN/13.2011_0857/2011	LC506792	HCoV_OC43/Yamagata.JPN/13.2011_0857	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506808/HCoV_OC43/Yamagata.JPN/13.2012_0719/2012	LC506808	HCoV_OC43/Yamagata.JPN/13.2012_0719	2012-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506915/HCoV_OC43/Yamagata.JPN/13.2015_0693/2015	LC506915	HCoV_OC43/Yamagata.JPN/13.2015_0693	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506793/HCoV_OC43/Yamagata.JPN/14.2011_0874/2011	LC506793	HCoV_OC43/Yamagata.JPN/14.2011_0874	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506794/HCoV_OC43/Yamagata.JPN/14.2011_0897/2011	LC506794	HCoV_OC43/Yamagata.JPN/14.2011_0897	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506809/HCoV_OC43/Yamagata.JPN/14.2012_0781/2012	LC506809	HCoV_OC43/Yamagata.JPN/14.2012_0781	2012-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506942/HCoV_OC43/Yamagata.JPN/14.2017_0959/2017	LC506942	HCoV_OC43/Yamagata.JPN/14.2017_0959	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506795/HCoV_OC43/Yamagata.JPN/16.2011_0969/2011	LC506795	HCoV_OC43/Yamagata.JPN/16.2011_0969	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506943/HCoV_OC43/Yamagata.JPN/16.2017_1199/2017	LC506943	HCoV_OC43/Yamagata.JPN/16.2017_1199	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506916/HCoV_OC43/Yamagata.JPN/19.2015_0902/2015	LC506916	HCoV_OC43/Yamagata.JPN/19.2015_0902	2015-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506769/HCoV_OC43/Yamagata.JPN/20.2010_1337/2010	LC506769	HCoV_OC43/Yamagata.JPN/20.2010_1337	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506770/HCoV_OC43/Yamagata.JPN/20.2010_1341/2010	LC506770	HCoV_OC43/Yamagata.JPN/20.2010_1341	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506796/HCoV_OC43/Yamagata.JPN/20.2011_1168/2011	LC506796	HCoV_OC43/Yamagata.JPN/20.2011_1168	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506944/HCoV_OC43/Yamagata.JPN/20.2017_1370/2017	LC506944	HCoV_OC43/Yamagata.JPN/20.2017_1370	2017-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506771/HCoV_OC43/Yamagata.JPN/21.2010_1394/2010	LC506771	HCoV_OC43/Yamagata.JPN/21.2010_1394	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506797/HCoV_OC43/Yamagata.JPN/21.2011_1174/2011	LC506797	HCoV_OC43/Yamagata.JPN/21.2011_1174	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506798/HCoV_OC43/Yamagata.JPN/21.2011_1236/2011	LC506798	HCoV_OC43/Yamagata.JPN/21.2011_1236	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506799/HCoV_OC43/Yamagata.JPN/22.2011_1255/2011	LC506799	HCoV_OC43/Yamagata.JPN/22.2011_1255	2011-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC331083/HCoV_OC43/Yamagata.JPN/23.16_0980/2016	LC331083	HCoV_OC43/Yamagata.JPN/23.16_0980	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506945/HCoV_OC43/Yamagata.JPN/26.2017_1566/2017	LC506945	HCoV_OC43/Yamagata.JPN/26.2017_1566	2017-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506800/HCoV_OC43/Yamagata.JPN/27.2011_1525/2011	LC506800	HCoV_OC43/Yamagata.JPN/27.2011_1525	2011-07-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506772/HCoV_OC43/Yamagata.JPN/38.2010_2108/2010	LC506772	HCoV_OC43/Yamagata.JPN/38.2010_2108	2010-09-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506773/HCoV_OC43/Yamagata.JPN/39.2010_2197/2010	LC506773	HCoV_OC43/Yamagata.JPN/39.2010_2197	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506810/HCoV_OC43/Yamagata.JPN/46.2012_2185/2012	LC506810	HCoV_OC43/Yamagata.JPN/46.2012_2185	2012-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506841/HCoV_OC43/Yamagata.JPN/46.2014_2103/2014	LC506841	HCoV_OC43/Yamagata.JPN/46.2014_2103	2014-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506811/HCoV_OC43/Yamagata.JPN/49.2012_2416/2012	LC506811	HCoV_OC43/Yamagata.JPN/49.2012_2416	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506812/HCoV_OC43/Yamagata.JPN/51.2012_2581/2012	LC506812	HCoV_OC43/Yamagata.JPN/51.2012_2581	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506813/HCoV_OC43/Yamagata.JPN/52.2012_2586/2012	LC506813	HCoV_OC43/Yamagata.JPN/52.2012_2586	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506814/HCoV_OC43/Yamagata.JPN/52.2012_2590/2012	LC506814	HCoV_OC43/Yamagata.JPN/52.2012_2590	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506842/HCoV_OC43/Yamagata.JPN/52.2014_2417/2014	LC506842	HCoV_OC43/Yamagata.JPN/52.2014_2417	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506843/HCoV_OC43/Yamagata.JPN/52.2014_2419/2014	LC506843	HCoV_OC43/Yamagata.JPN/52.2014_2419	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/LC506844/HCoV_OC43/Yamagata.JPN/53.2014_2422/2014	LC506844	HCoV_OC43/Yamagata.JPN/53.2014_2422	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
oc43/MN306036/HCoV_OC43/Seattle/USA/SC0682/2019/2019	MN306036	HCoV_OC43/Seattle/USA/SC0682/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MN310478/HCoV_OC43/Seattle/USA/SC0776/2019/2019	MN310478	HCoV_OC43/Seattle/USA/SC0776/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MN306041/HCoV_OC43/Seattle/USA/SC0810/2019/2019	MN306041	HCoV_OC43/Seattle/USA/SC0810/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MN306042/HCoV_OC43/Seattle/USA/SC0839/2019/2019	MN306042	HCoV_OC43/Seattle/USA/SC0839/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY684759/HCoV_OC43/Seattle/USA/SC2269/2016/2016	KY684759	HCoV_OC43/Seattle/USA/SC2269/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY967361/HCoV_OC43/Seattle/USA/SC2345/2015/2015	KY967361	HCoV_OC43/Seattle/USA/SC2345/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY983583/HCoV_OC43/Seattle/USA/SC2481/2015/2015	KY983583	HCoV_OC43/Seattle/USA/SC2481/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY967359/HCoV_OC43/Seattle/USA/SC2730/2015/2015	KY967359	HCoV_OC43/Seattle/USA/SC2730/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY967358/HCoV_OC43/Seattle/USA/SC2770/2015/2015	KY967358	HCoV_OC43/Seattle/USA/SC2770/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY983585/HCoV_OC43/Seattle/USA/SC2854/2015/2015	KY983585	HCoV_OC43/Seattle/USA/SC2854/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY967356/HCoV_OC43/Seattle/USA/SC2924/2015/2015	KY967356	HCoV_OC43/Seattle/USA/SC2924/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY983588/HCoV_OC43/Seattle/USA/SC3118/2015/2015	KY983588	HCoV_OC43/Seattle/USA/SC3118/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY369906/HCoV_OC43/Seattle/USA/SC622/2016/2016	KY369906	HCoV_OC43/Seattle/USA/SC622/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY369905/HCoV_OC43/Seattle/USA/SC831/2016/2016	KY369905	HCoV_OC43/Seattle/USA/SC831/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MN306053/HCoV_OC43/Seattle/USA/SC9430/2018/2019	MN306053	HCoV_OC43/Seattle/USA/SC9430/2018	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KY369907/HCoV_OC43/Seattle/USA/SC9741/2016/2016	KY369907	HCoV_OC43/Seattle/USA/SC9741/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/JN129835/HK04_02/2004	JN129835	HK04_02	2004-11-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/KX344031/OC43/human/Mex/LRTI_238/2011/2011	KX344031	OC43/human/Mex/LRTI_238/2011	2011-02-09	Human	Mexico	Betacoronavirus_1	oc43	beta	full
oc43/KF530068/OC43/human/USA/007_11/2000/2000	KF530068	OC43/human/USA/007_11/2000	2000-07-27	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530088/OC43/human/USA/901_54/1990/1990	KF530088	OC43/human/USA/901_54/1990	1990-01-23	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530076/OC43/human/USA/911_11/1991/1991	KF530076	OC43/human/USA/911_11/1991	1991-01-03	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530096/OC43/human/USA/911_38/1991/1991	KF530096	OC43/human/USA/911_38/1991	1991-01-15	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530091/OC43/human/USA/911_58/1991/1991	KF530091	OC43/human/USA/911_58/1991	1991-01-24	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530089/OC43/human/USA/911_66/1991/1991	KF530089	OC43/human/USA/911_66/1991	1991-01-29	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530067/OC43/human/USA/912_10/1991/1991	KF530067	OC43/human/USA/912_10/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530082/OC43/human/USA/912_11/1991/1991	KF530082	OC43/human/USA/912_11/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530094/OC43/human/USA/912_36/1991/1991	KF530094	OC43/human/USA/912_36/1991	1991-02-22	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530095/OC43/human/USA/912_6/1991/1991	KF530095	OC43/human/USA/912_6/1991	1991-02-05	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530079/OC43/human/USA/913_29/1991/1991	KF530079	OC43/human/USA/913_29/1991	1991-03-14	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530071/OC43/human/USA/925_1/1992/1992	KF530071	OC43/human/USA/925_1/1992	1992-05-04	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530084/OC43/human/USA/951_18/1995/1995	KF530084	OC43/human/USA/951_18/1995	1995-01-12	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530063/OC43/human/USA/9612_48/1996/1996	KF530063	OC43/human/USA/9612_48/1996	1996-12-30	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530098/OC43/human/USA/965_6/1996/1996	KF530098	OC43/human/USA/965_6/1996	1996-05-10	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530099/OC43/human/USA/971_5/1997/1997	KF530099	OC43/human/USA/971_5/1997	1997-01-02	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530069/OC43/human/USA/982_4/1998/1998	KF530069	OC43/human/USA/982_4/1998	1998-02-05	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530070/OC43/human/USA/991_19/1999/1999	KF530070	OC43/human/USA/991_19/1999	1999-01-15	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/KF530081/OC43/human/USA/991_5/1999/1999	KF530081	OC43/human/USA/991_5/1999	1999-01-07	Human	USA	Betacoronavirus_1	oc43	beta	full
oc43/MN026164/OC43_KLF_01_2018/2018	MN026164	OC43_KLF_01_2018	2018-01-18	Human	Kenya	Betacoronavirus_1	oc43	beta	full
oc43/JN129834/HK04_01/2004	JN129834	HK04_01	2004-11-XX	Human	China	Betacoronavirus_1	oc43	beta	full
oc43/MF996608/OC43/2015	MF996608	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996613/OC43/2015	MF996613	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996614/OC43/2015	MF996614	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996615/OC43/2015	MF996615	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996616/OC43/2015	MF996616	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996617/OC43/2015	MF996617	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996618/OC43/2015	MF996618	OC43	2015-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
oc43/MF996620/OC43/2014	MF996620	OC43	2014-XX-XX	Human	China	unidentified_human_coronavirus	oc43	beta	full
